,URL,Description,Description_Entity,Description_Salience
35,https://www.uselessthingstobuy.com/product/game-of-thrones-socks/,limit edit game throne sock set includ 4 pair everyon favorit charact imagin tyrion lannist jon snow khaleesi arya stark feet set must everi game throne fan one size fit sock comfort fit men women even big kid get game throne sock time final season perfect gift game throne fan sock high qualiti extrem comfort sock amplifi view experi final season game throne switch wear tyrion jon snow khaleesi arya sock game throne gift never fun game throne sock never cool 11 reason sock best – world first experienti sock – high qualiti comfort wear – hairi toe featur comfort fun prevent hole toe – charact super fun great social media pic – face bring sock life top bottom sock – design fit men women one comfort size – limit edit consid collect – trade one sock friend mix match – truli uniqu sock planet earth look like noth els – final sock peopl love get gift – look great ankl even better shoe come,"['game throne sock', 'jon snow', 'feet', 'pair', 'kid', 'sock comfort', 'game throne sock', 'gift game throne fan sock', 'experienti sock', 'sock', 'size', 'men women', 'sock game throne gift', 'jon snow', 'qualiti', 'hole toe', 'comfort wear', 'game throne fan', 'tyrion', 'season game throne switch', 'reason', 'toe featur comfort fun', 'men women', 'comfort size', 'gift', 'comfort sock amplifi view', 'sock friend mix match', 'consid', 'shoe', 'sock', 'noth els', 'ankl', 'sock peopl', 'planet earth', 'social media pic', 'design', 'sock life', 'one', 'one', 'one', '4', '11']","[0.1306212842464447, 0.08069523423910141, 0.07131126523017883, 0.07131126523017883, 0.04029063135385513, 0.03912902623414993, 0.03904617205262184, 0.03546406328678131, 0.03299018740653992, 0.03220371529459953, 0.03149434179067612, 0.03149434179067612, 0.023691227659583092, 0.021634478121995926, 0.021373197436332703, 0.021373197436332703, 0.01986962929368019, 0.01962939463555813, 0.019031530246138573, 0.019031530246138573, 0.019031530246138573, 0.0174766406416893, 0.015013967640697956, 0.015013967640697956, 0.014738015830516815, 0.014031988568603992, 0.013200824148952961, 0.013200824148952961, 0.012118612416088581, 0.011041455902159214, 0.009258714504539967, 0.009258714504539967, 0.009258714504539967, 0.009034688584506512, 0.00581051129847765, 0.00581051129847765, 0.005014614202082157, 0.0, 0.0, 0.0, 0.0, 0.0]"
36,https://www.uselessthingstobuy.com/product/llama-string-lights/,“i hate llamas” said one ever llama string light best make perfect housewarm gift love llama mean everyon add light life fun summer llama string light cute llama sure bring uniqu sparkl summer decor cool light would great addit outsid parti theme birthday product featur color clear bulb white wire number bulb string 10 bulb size mini space bulb 7″ light length 6′ total length 85′ 24″ lead cord 55″ tail cord addit product featur super bright bulb ul list indoor outdoor use come replac bulb spare fuse contain endtoend connector allow connect multipl set togeth exceed 210 watt 96 watt 08 amp materi plastic,"['everyon', 'llamas', 'light', 'light', 'summer llama string light', 'llama', 'endtoend connector', 'bulb', 'life', 'housewarm gift', 'space bulb', 'llama', 'bulb string', 'length', 'replac bulb', 'fuse', 'birthday product featur color', 'tail cord addit product', 'bulb size', 'bulb ul list', 'outdoor use', 'plastic', 'multipl', '6', '85', '10', '96', '55', '7', '24', '210', '08', 'one']","[0.18539762496948242, 0.11448072642087936, 0.1072617694735527, 0.0797407329082489, 0.042818084359169006, 0.039299044758081436, 0.036458201706409454, 0.03518522158265114, 0.03452913835644722, 0.03452913835644722, 0.03235361725091934, 0.03130361810326576, 0.029548225924372673, 0.024816958233714104, 0.0245278999209404, 0.024066606536507607, 0.023777570575475693, 0.02336227335035801, 0.021847525611519814, 0.01652855984866619, 0.015365473926067352, 0.011609712615609169, 0.01119228359311819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,https://www.uselessthingstobuy.com/product/stuffed-animal-french-fries/,look cute stuf anim french fri come littl stuf anim box piec ador smile weird yes kind creepi also cute great gift weird friend like cute thing stuf anim french fri includ box 5 individu french fri french fri taken box play piec littl happi smile french fri box materi short plush insert materi pp cotton make great gift littl kid babi belov girlfriend perfect workmanship add glamor note festiv decor make uniqu prestigi gift sever size choic,"['fri', 'stuf', 'stuf', 'french', 'box piec ador', 'fri', 'box', 'thing stuf', 'gift', 'fri box', 'french', 'friend', 'box play', 'glamor note', 'uniqu prestigi gift', 'workmanship', 'festiv decor', 'choic', 'size', 'gift', 'pp cotton', '5']","[0.1933625191450119, 0.13521020114421844, 0.13521020114421844, 0.08764185011386871, 0.04364316910505295, 0.04238912835717201, 0.040048450231552124, 0.03690825030207634, 0.03690825030207634, 0.036820411682128906, 0.034140702337026596, 0.029704798012971878, 0.027627168223261833, 0.020905211567878723, 0.018292980268597603, 0.01638978347182274, 0.01468655839562416, 0.01468655839562416, 0.01468655839562416, 0.011507044546306133, 0.009230194613337517, 0.0]"
38,https://www.uselessthingstobuy.com/product/toilet-mini-golf/,introduc toilet mini golf total hilari offthewal game provid hour entertain allow one relax play favorit game set come put green cup flag 2 golf ball putter disturb door hanger toilet mini golf come full color design gift box perfect gift anyon relax get club practic put potti time perfect birdi way never local golf club need gift golf mad friend neighbor toilet golf set independ test safeti qualiti control happi barwench product welcom return,"['golf total', 'door hanger toilet mini golf', 'play favorit game set', 'gift', 'club practic', 'friend neighbor toilet golf', 'golf ball putter', 'flag', 'color design gift box', 'anyon', 'gift', 'safeti qualiti control happi barwench product welcom return', 'independ test', 'golf club', 'way', '2', 'one']","[0.2111334353685379, 0.1127891093492508, 0.1107507273554802, 0.0676058828830719, 0.06368472427129745, 0.058985039591789246, 0.058583617210388184, 0.058583617210388184, 0.05452815443277359, 0.05452815443277359, 0.051371414214372635, 0.029127007350325584, 0.029127007350325584, 0.020859064534306526, 0.01834305003285408, 0.0, 0.0]"
39,https://www.uselessthingstobuy.com/product/screaming-goat-toy/,goat hilari scream goat toy figurin can't get enough hilari goat youtub buy product 🍓 goat statuett bleat bloodcurdl scream 🍓 press cut ring tree stump base activ scream 🍓 batteri oper batteri includ lr41 button cell 🍓 includ 32page leaflet goat fact scream goat toy perfect gift goatlov anyon lol scream goat put desk offic,"['goat toy figurin', 'goat hilari', 'goat youtub buy product', 'press', 'ring tree stump base activ', 'goat statuett bleat bloodcurdl', 'goat toy', 'goat', 'goat fact', 'gift', '🍓 batteri oper batteri includ lr41', 'anyon', 'desk offic', 'button cell', '32']","[0.277751624584198, 0.19989386200904846, 0.0814623311161995, 0.05645889788866043, 0.05645889788866043, 0.055790241807699203, 0.04474092274904251, 0.0445074699819088, 0.03941792622208595, 0.03941792622208595, 0.03106517158448696, 0.027769627049565315, 0.027769627049565315, 0.01749548688530922, 0.0]"
40,https://www.uselessthingstobuy.com/product/beer-pong-on-fire-game-variation/,take beer pong next level beer pong fire game variat like battleship also like beer pong game play team align sixteen cup 4×4 squar format rerack team start 6 ship card construct 3 total ship team must creat ship 3 card straight line anoth 2 card straight line singl card ship extra card provid larger game random pull 10 remain nonship card includ “water miss” card powerup card win must “sink” oppos team ship team hit oppos team ship must declar hit andor sunk strateg place everi beerproof card drawn insid cup great gift love beer pong want varieti beer pong fire game variat great way mix next hous parti,"['beer pong', 'beer pong fire game', 'variat', 'battleship', 'rerack team', 'beer pong game play team', 'card', 'ship card', 'card', 'card', 'card ship', 'ship team', 'line', 'game', 'beerproof card', 'line', 'card powerup card win', 'water miss', 'insid cup', 'gift', 'beer pong', 'beer pong fire game', 'hous parti', 'way mix', 'oppos team ship team', 'oppos team ship', '4', '2', 'sixteen', '4', '6', '10', '3', '3']","[0.1316918581724167, 0.11044599860906601, 0.08416955173015594, 0.08416955173015594, 0.0626215934753418, 0.048883117735385895, 0.03773701936006546, 0.037288226187229156, 0.037288226187229156, 0.0347023569047451, 0.033768780529499054, 0.03336593881249428, 0.03178950771689415, 0.030399395152926445, 0.02631334960460663, 0.025902606546878815, 0.0209497082978487, 0.0209497082978487, 0.018010489642620087, 0.01584380678832531, 0.01575995236635208, 0.014876240864396095, 0.01112515851855278, 0.01112515851855278, 0.010411346331238747, 0.010411346331238747, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41,https://www.uselessthingstobuy.com/product/sriracha-key-chain-set/,sriracha key chain set make sure you'r alway carri around perfect amount spice product best seller sriracha enthusiast want spice live closest friend love one want add kick meal onthego look packag sriracha key chain set come three extra small three small bottl also includ enough sriracha fill product detail sriracha2go bottl sold empti readi fill huy fong sriracha packag includ enough huy fong sriracha fill 3 minis2g 3 sriracha2go sriracha2go bpa free tsa friend packag includ 3 – sriracha2go 3 – mini s2g 1 – 17 oz huy fong sriracha tip show love sriracha big 20 oz mug,"[""you'r"", 'sriracha key chain set', 'friend', 'sriracha', 'spice', 'sriracha key chain set', 'spice product best seller sriracha enthusiast', 'bottl', 'sriracha packag', 'product detail', 'kick meal onthego', 'tsa friend packag', 'huy fong', 'sriracha2go bottl', 'sriracha', 'sriracha tip', 'empti readi', 'mug', 'one', '17', '20', '3', '1', '3', '3', '3', 'three', 'three']","[0.202406644821167, 0.1535830795764923, 0.09446483105421066, 0.06748145073652267, 0.06504549831151962, 0.055126383900642395, 0.05477309226989746, 0.0495353601872921, 0.0394747219979763, 0.037832535803318024, 0.03649386391043663, 0.029932798817753792, 0.025811316445469856, 0.023575667291879654, 0.02110154926776886, 0.01853591948747635, 0.015117967501282692, 0.009707336314022541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42,https://www.uselessthingstobuy.com/product/tamagotchi-logo-t-shirt/,commemor magic decad 90 tamagotchi logo tshirt tamagotchi wide popular 90 serious everyon one final celebr weird phenomenon tshirt plus it 100 cotton high qualiti addit tamagotchi logo made thermoflex heat press mean won't fade wash cours wear tamagotchi logo tshirt need tamagotchi pet buy one,"['phenomenon tshirt', 'logo tshirt', 'tamagotchi logo', 'everyon', 'tamagotchi logo tshirt', 'wash cours', 'tamagotchi pet', 'heat press', '100', 'one', 'one', '90', '90']","[0.3598853349685669, 0.18074831366539001, 0.11708627641201019, 0.10177921503782272, 0.08947379142045975, 0.07229650765657425, 0.051127396523952484, 0.02760317549109459, 0.0, 0.0, 0.0, 0.0, 0.0]"
43,https://www.uselessthingstobuy.com/product/shipping-container-home-for-sale-solar-energy-panels/,live grid ship contain home sale tini home expand 20 40 ft structur home made hot galvan light steel frame sandwich panel wall door window etc hello solar panel applic mani can't keep count suggest accommod live hous offic dormitori camp toilet bathroom shower room chang room school classroom librari shop booth kiosk meet room canteen guard hous etc addit throw babi yard air bnb advantag 1 fast installation2 hoursset save labor cost 2 antirust materi use hot galvan steel 3 waterproof without wood ceilingwal 4 fireproof fire rate grade 5 simpl foundat need 12 pcs concret block foundat 6 windresist 11 level antiseism 9 grade 7solar power energi system fulli charg 10 hour depend local sunshin condit servic support 1 make custom design client 2 provid pictur product schedul client everi 3 day 3 provid packinglist instal instruct client ship 4 send instal engin client site extra instal help amaz chang final ship contain home sale act,"['grid ship', 'home sale', 'home', 'home', 'frame', 'sandwich panel wall door window', 'count', 'camp toilet bathroom shower room', 'solar panel applic mani', 'hous', 'air', 'labor cost', 'chang room school classroom librari shop booth kiosk meet room canteen guard', 'design client', 'provid pictur product schedul client', 'fire rate', 'ship', 'materi', 'support', 'client ship', 'home sale', 'help', 'client site', 'act', 'sunshin condit', 'power energi system', 'engin', '10', '1', '3', '40', '3', '2', '12', '20', '5', '4', '6', '7', '1', '2', '11', '9', '3', '4']","[0.1520012468099594, 0.1338653862476349, 0.10744032263755798, 0.08738001435995102, 0.08738001435995102, 0.03897940367460251, 0.034348417073488235, 0.029027458280324936, 0.028327837586402893, 0.02652067318558693, 0.023629065603017807, 0.023629065603017807, 0.02334458753466606, 0.02192499302327633, 0.02192499302327633, 0.021707110106945038, 0.02093684673309326, 0.017873430624604225, 0.01641407422721386, 0.014359134249389172, 0.013107038103044033, 0.011523938737809658, 0.011523938737809658, 0.011523938737809658, 0.007238447200506926, 0.007238447200506926, 0.006830174010246992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,https://www.uselessthingstobuy.com/product/home-mushroom-farm-kit/,like grow food enjoy everyth diy fresh food mushroom home mushroom farm kit plus mushroom actual look beauti kitchen home mushroom farm includ everyth need one box everyth need grow organ mushroom home perfect age – learn grow gourmet mushroom kitchen perfect gift school project – unopen mushroom kit last month make great gift famili friend gift child gift educ gift scienc gift gift wonder experi made usa allnatur – forest origin product natur made unit state 100 grow guarante – guarante mushroom farm grow we'll give full refund make great introduct kit beginn,"['food', 'mushroom', 'kitchen home mushroom farm', 'everyth', 'food mushroom home mushroom farm kit', 'organ mushroom', 'gift', 'friend gift child gift', 'mushroom kit', 'gourmet mushroom kitchen', 'box everyth', 'gift school project', 'age', 'mushroom farm', 'forest origin product natur', 'unit state', 'gift', 'scienc gift gift', 'introduct kit beginn', 'refund', 'allnatur', 'experi', '100', 'one']","[0.19806456565856934, 0.08266343176364899, 0.06596523523330688, 0.06596523523330688, 0.06441600620746613, 0.0579264871776104, 0.05198035389184952, 0.05198035389184952, 0.04186693951487541, 0.04162582755088806, 0.03848030045628548, 0.03665734827518463, 0.036217380315065384, 0.029851412400603294, 0.025488542392849922, 0.025488542392849922, 0.017484169453382492, 0.017484169453382492, 0.014198651537299156, 0.01368734985589981, 0.011253854259848595, 0.011253854259848595, 0.0, 0.0]"
45,https://www.uselessthingstobuy.com/product/12-month-membership-to-the-peanut-butter-jelly-month-club/,american must start membership peanut butter jelli month club wtf “whi fck know this” might say right membership mean constant suppli boutiqu peanut butter jelli entir year first everi month get new jar gourmet peanut butter jelli awardwin produc across countri second everi shipment includ finest ingredi third deliveri cover unbeat “they'll love it” guarante peanut butter jelli month club great gift foodi american peanut butter lover ps make read allergi info order,"['american', 'membership peanut butter', 'club', 'fck', 'membership', 'awardwin produc', 'jar gourmet peanut butter jelli', 'peanut butter jelli', 'peanut butter', 'shipment', 'club', 'gift', 'info order', 'everi', 'peanut butter lover', 'cover']","[0.38209277391433716, 0.14893169701099396, 0.12206980586051941, 0.04322754591703415, 0.04198005422949791, 0.03486191853880882, 0.033849336206912994, 0.033445607870817184, 0.02931073307991028, 0.027410149574279785, 0.023581523448228836, 0.020755665376782417, 0.018384220078587532, 0.01633247546851635, 0.014591044746339321, 0.009175437502563]"
46,https://www.uselessthingstobuy.com/product/beach-please-stemless-wine-glass/,feel summer vibe introduc beach pleas wine glass 20 oz stemless wine glass wine glass sassi cute fun friend plus it funni buy multipl glass beach bottl guy perfect gift beach life give hous beach beachi sister beach motherinlaw etc,"['summer vibe introduc beach pleas', 'glass', 'beach', 'glass', 'friend', 'beach life', 'beach beachi sister beach', 'gift', '20']","[0.315479040145874, 0.1746818572282791, 0.12544210255146027, 0.12154290080070496, 0.09326821565628052, 0.07199608534574509, 0.06831632554531097, 0.029273470863699913, 0.0]"
47,https://www.uselessthingstobuy.com/product/finger-hands-on-finger-hands/,feel like trap paradox finger hand finger hand here crazi twist finger puppeta hand puppet finger puppet they'r tini hand go hand hand mini hand hand packag come two finger hand ten tini finger hand tini one fit “normal” size finger hand,"['hand', 'trap paradox finger hand finger', 'twist finger', 'hand hand', 'hand', 'finger hand', 'hand hand packag', 'hand puppet finger puppet', 'size finger hand', 'fit', 'finger hand', 'two', 'one', 'ten']","[0.15456469357013702, 0.13731752336025238, 0.13731752336025238, 0.10875719040632248, 0.1062820553779602, 0.07672842592000961, 0.07531235367059708, 0.07062632590532303, 0.054445404559373856, 0.044126540422439575, 0.03452197462320328, 0.0, 0.0, 0.0]"
48,https://www.uselessthingstobuy.com/product/grilled-cheesus-christ-maker/,grill cheesus christ maker toast face jesus everi sandwich perfect gift christian friend nonstick plate mean heaven quick clean up ray help even distribut heat ensur perfect toast plus portion proceed go good deed around world buy spread word cheesus christ one sandwich time grill cheesus® electron sandwich press toast face jesus onto sandwich bread inspir famili dine room tabl impress friend parti howev slice grill cheesus® let bring littl grill miracl mealtim snack time anytim also tri shave jesus mug,"['maker toast', 'gift', 'grill', 'electron sandwich press toast', 'friend', 'heaven', 'plate', 'toast', 'grill', 'heat', 'word', 'world', 'deed', 'portion', 'friend parti howev slice grill cheesus', 'jesus mug', 'tri', 'anytim', 'grill miracl', 'jesus', 'sandwich bread', 'dine room', 'one']","[0.2336241751909256, 0.11231732368469238, 0.11209200322628021, 0.06288523226976395, 0.05052107572555542, 0.04455437883734703, 0.03813197836279869, 0.03768694028258324, 0.037597354501485825, 0.035056598484516144, 0.033813897520303726, 0.030706675723195076, 0.030706675723195076, 0.030338477343320847, 0.02135716937482357, 0.015007050707936287, 0.015007050707936287, 0.015007050707936287, 0.01296303141862154, 0.011759346351027489, 0.009433259256184101, 0.009433259256184101, 0.0]"
49,https://www.uselessthingstobuy.com/product/because-i-said-so-funny-mothers-day-mug/,introduc funni mother day mug “becaus said so” – everi mom ever exist commemor one mom best goto argument mug said classic witti smart love mom put lot bullshit give laughter mother day treat funni mug sublim mug measur 11 oz use microwav dishwash also take custom order use artwork photo logo pleas note depend computertabletcellphon screen color may vari sublim vinyl sticker sharpi design creat use highqual sublim printer heat press adher ink mug perman design print side also check i'm mom mug,"['mug', 'becaus', 'goto argument mug', 'mom', 'mom', 'bullshit', 'love mom', 'mug', 'funni mug', 'mom mug', 'laughter mother', 'artwork photo logo pleas', 'vinyl sticker sharpi design creat use', 'microwav dishwash', 'sublim printer heat press', 'adher ink mug perman design print side', 'computertabletcellphon screen color', '11', 'one']","[0.18172767758369446, 0.12685617804527283, 0.07440374791622162, 0.0720486119389534, 0.0720486119389534, 0.06051957234740257, 0.05760389193892479, 0.05542754754424095, 0.05542754754424095, 0.04616208374500275, 0.04315003380179405, 0.0394245944917202, 0.032537009567022324, 0.026493579149246216, 0.026175012812018394, 0.01841103471815586, 0.01158326305449009, 0.0, 0.0]"
50,https://www.uselessthingstobuy.com/product/12-pack-cactus-tea-light-candles/,cactus tea light candl look amaz home cute succul design make perfect gift mother day birthday valentin day etc 12 pack cactus tea light candl includ 2 cute wrap box 6 candl candl high qualiti paraffin wax candl extend burn time plus holder bottom make sure wax doesn't spill 12 delic design perfect home decor birthday parti wed creat romant atmospher special event product warranti custom servic – item sold “oute offici store” qualiti warranti 48 month provid 48day moneyback 24month warranti item sold oute offici store feel free contact us question,"['cactus tea light candl', 'succul design', 'cactus tea light', 'gift', 'candl', 'wax', 'paraffin wax', 'design', 'holder bottom', 'wrap box', 'home decor birthday parti', 'offici store', 'store', 'item', 'question', 'contact', 'item', 'event', 'product', 'servic', '48', '6', '48', '24', '12', '12', '2']","[0.2054246962070465, 0.1719331294298172, 0.06881382316350937, 0.06069907546043396, 0.05895988643169403, 0.04751313850283623, 0.04751313850283623, 0.04367735981941223, 0.04185333847999573, 0.04135200381278992, 0.03846507519483566, 0.03308739885687828, 0.023269126191735268, 0.023269126191735268, 0.02046566642820835, 0.02046566642820835, 0.014637530781328678, 0.01286693662405014, 0.01286693662405014, 0.01286693662405014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51,https://www.uselessthingstobuy.com/product/badass-cat-mug/,badass cat mug purrrrfect cat lover perfect afford gift girlfriend boyfriend mom cat lover let know care cat design side mug it suitabl left right hand rest assur badass cat print mug never peel fade time even hot cold temperatur use microwav dishwash funni ice breaker – enjoy relax morn new favorit ceram coffe cup set favorit coupl read want side either you'r look cute gift bride groom look uniqu wed present cutest housewarm gift husband look simpl thought anniversari present can't go wrong gift remind daili much care satisfact guarante care pack order achiev 100 custom satisfact 2017 chang packag durabl ship item care pack make sure receiv order safe perfect condit defect materi product stand 100 behind pleas contact fantast custom servic team quick find solut 250000 satisfi custom grow,"['gift girlfriend boyfriend mom cat lover', 'care cat design side', 'cat mug purrrrfect cat lover', 'cat print mug', 'rest', 'side', 'gift bride', 'cup', 'dishwash', 'ice breaker', 'simpl', 'gift husband', 'packag', 'ship item care pack', 'materi product stand', 'condit', 'receiv', 'defect', 'pleas', 'solut', 'fantast custom servic team', 'care', 'gift', 'care pack order', '2017', '250000', '100', '2017', '100']","[0.1438509076833725, 0.13931821286678314, 0.12253376841545105, 0.05704737827181816, 0.050283949822187424, 0.03931456431746483, 0.03461403027176857, 0.03461403027176857, 0.034197889268398285, 0.034197889268398285, 0.03258190676569939, 0.031041014939546585, 0.029940512031316757, 0.029940512031316757, 0.024647608399391174, 0.024055397137999535, 0.024055397137999535, 0.024055397137999535, 0.01689375750720501, 0.01689375750720501, 0.01689375750720501, 0.014207115396857262, 0.014207115396857262, 0.010614120401442051, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,https://www.uselessthingstobuy.com/product/baby-mop-onesie/,onesi doubl mop babi mop onesi perfect new parent great gift mother day father day plus it funni dress cute babi babi mop onesi set floor need clean may first need get thing start call infant across room pretti soon they'll there child exploit involv kid best anyway crawl babi mop he also learn respons healthi work ethic — 99 unuseless japanes invent author kenji kawakami publish ww norton co new york 1998 habit form earli life everybodi need work contribut healthi societi numer studi prove experi children face first year shape rest life relationship parent decid kind adult becom save friend lot useless discuss share household chore accustom babi earli stage perfect gift perfect gift best friend verg progress spend time friend absorb famili life realli think still care much offspr consum spare time won't believ much around babi familyfriend restaur hotel car train tv show book web site even app famili friend clean tool hard believ might actual increas chanc meet friend within next year,"['mop', 'gift', 'parent', 'kenji kawakami', 'children', 'kid', 'room pretti', 'floor', 'call infant', 'friend', 'thing', 'mop', 'child', 'life relationship parent', 'habit form', 'life everybodi', 'ww norton', 'respons', 'work ethic', 'work', 'japanes', 'life realli', 'offspr', 'consum', 'meet friend', 'friend', 'new york', 'increas', 'tool', 'hotel car train tv show book web site', 'believ', 'friend', 'friend', 'gift', 'gift', 'household chore', 'verg progress', '1998', '1998', '99']","[0.20325669646263123, 0.09286338090896606, 0.08505569398403168, 0.04430070146918297, 0.03776596486568451, 0.03252744674682617, 0.02909877523779869, 0.02909877523779869, 0.02909877523779869, 0.02594929002225399, 0.02484932355582714, 0.02241971343755722, 0.02241971343755722, 0.020091911777853966, 0.019959598779678345, 0.019959598779678345, 0.019959598779678345, 0.019717779010534286, 0.019717779010534286, 0.019370416179299355, 0.0172418262809515, 0.014531577005982399, 0.013838015496730804, 0.013838015496730804, 0.013764418661594391, 0.013764418661594391, 0.011841200292110443, 0.00994325801730156, 0.009702522307634354, 0.009702522307634354, 0.009702522307634354, 0.00864267535507679, 0.00864267535507679, 0.007594376336783171, 0.007594376336783171, 0.006087332032620907, 0.006087332032620907, 0.0, 0.0, 0.0]"
53,https://www.uselessthingstobuy.com/product/porn-for-women/,introduc porn women prepar enter fantasi world world cloth get fold delici dinner await flatul funni give fairer sex realli want beauti pg photo hunki men cook listen ask direct accompani steami caption “i love clean house” “as long two leg walk you'll never take trash” porn leav women beg author cambridg women pornographi cooper ask women young old rich poor “what realli realli get hot” arm find work day night creat porn women susan anderson los angelesbas photograph believ futur porn shouldn't hand men alon,"['women', 'world cloth', 'funni', 'photo', 'dinner', 'sex realli', 'porn', 'women', 'women', 'arm', 'house', 'leg', 'accompani steami caption', 'women', 'trash', 'author', 'men', 'porn', 'men', 'photograph believ', 'women', 'angelesbas', 'susan anderson los', 'two']","[0.19801703095436096, 0.11845427751541138, 0.07600914686918259, 0.05291607603430748, 0.04663563892245293, 0.04663563892245293, 0.04186433181166649, 0.041634198278188705, 0.041634198278188705, 0.04085749387741089, 0.034092605113983154, 0.03209177777171135, 0.03170568123459816, 0.031538743525743484, 0.029483135789632797, 0.029483135789632797, 0.022719763219356537, 0.01950712315738201, 0.016549602150917053, 0.015656759962439537, 0.013951744884252548, 0.009280947968363762, 0.009280947968363762, 0.0]"
54,https://www.uselessthingstobuy.com/product/william-shakespeares-star-wars-trilogy/,introduc william shakespear star war trilog experi star war saga reimagin shakespear drama come complet authent meter vers plus theatric monologu dialogu first royal imperi box set includ three volum origin trilog verili new hope empir striketh back jedi doth return plus get free 8by34inch fullcolor poster gift entertain impress fan star war shakespear alik everi scene charact film appear play final book featur woodcutstyl illustr enjoy elizabethan version star war galaxi prais william shakespear star war “a quirki addit genrebust canon”—entertain week “a great gift everi geek know matter passion”—huffington post “the book brilliant you'll wonder someon didn't think sooner”—past magazin “at last mother mashup upon us”—cnetcom “william shakespear star war exact need next geeki houseparty”—torcom “nicola delort woodcutstyl illustr fabul mixtur old new”—bo bo “the ultim fan fic”—abc news radio,"['star war', 'star war saga reimagin shakespear drama', 'galaxi prais william shakespear', 'complet authent meter vers', 'version star war', 'star war', 'impress fan star war', 'empir striketh', 'origin', 'doth return', 'imperi box set', 'hope', 'poster gift', 'woodcutstyl illustr', 'gift', 'star war', 'film', 'matter passion', 'canon', 'need', 'quirki addit genrebust', 'shakespear alik everi scene charact', 'everi geek', 'huffington post', 'news radio', 'fan fic', 'geeki houseparty', 'cnetcom', 'torcom', 'book', 'mother mashup', 'nicola delort woodcutstyl illustr fabul mixtur', '8', 'three']","[0.13268135488033295, 0.11740004271268845, 0.07863708585500717, 0.06193218380212784, 0.03593532741069794, 0.03593532741069794, 0.03550294041633606, 0.035257983952760696, 0.035257983952760696, 0.035257983952760696, 0.035257983952760696, 0.035257983952760696, 0.03340448439121246, 0.026601219549775124, 0.025263627991080284, 0.024967104196548462, 0.02390483021736145, 0.022220062091946602, 0.021685000509023666, 0.01678243651986122, 0.014362468384206295, 0.014187841676175594, 0.013723265379667282, 0.012443154118955135, 0.011769930832087994, 0.011769930832087994, 0.009946521371603012, 0.009946521371603012, 0.009946521371603012, 0.008406060747802258, 0.00738602364435792, 0.006968803703784943, 0.0, 0.0]"
55,https://www.uselessthingstobuy.com/product/sleeping-bag-suit/,check super fun look sleep bag suit great camper cuddler selk'bag lite 5g sleep bag suit made soft polyest durabl water resist finish shell comfort function varieti weather condit first fit great serious shit think sleep system ultim loung partner use tent take hike make marshmallow campfir catch morn sunris beach second remov booti easili unzip wear shoe selk'bag marri warmth comfort sleep bag function fun snowsuit last elast nohassl hand open allow hand move effortless,"['look sleep bag suit', 'camper cuddler', '5g sleep bag suit', 'finish shell comfort function', 'weather', 'sleep system', 'shit', 'condit', 'water', 'partner use tent take hike', 'sleep bag function', 'snowsuit', 'warmth', 'hand', 'hand', 'marshmallow campfir catch morn sunris beach', 'shoe', '5']","[0.19916610419750214, 0.177278071641922, 0.08077262341976166, 0.05525986850261688, 0.05110172927379608, 0.04929807409644127, 0.04929807409644127, 0.048710718750953674, 0.048710718750953674, 0.04532697796821594, 0.039017099887132645, 0.03435543179512024, 0.03435543179512024, 0.027474181726574898, 0.027474181726574898, 0.01718803308904171, 0.015212682075798512, 0.0]"
56,https://www.uselessthingstobuy.com/product/because-kids-wine-glass/,introduc kid wine glass barcon kid perfect glass enjoy favorit wine long day take care famili cool wine glass make perfect gift parent made real glass hold 17 oz fill rim great stemless wine glass use serv wine beer even mix cocktail imag screenprint outsid use ink special made glasswar commerci dishwash safe scrub imprint abras materi great gift mother day father day birthday winelov anyon around kid time,"['glass', 'glass', 'glass', 'wine glass', 'glass', 'gift parent', 'beer', 'gift', 'imprint abras', 'cocktail imag screenprint outsid use ink', '17']","[0.32044777274131775, 0.2556311786174774, 0.07809196412563324, 0.07719646394252777, 0.0604739747941494, 0.055338189005851746, 0.05156247317790985, 0.04449479281902313, 0.039250679314136505, 0.017512500286102295, 0.0]"
